image_id,image_path,query,gt_bbox_normalized,success,iou,pred_bbox_normalized,pred_bbox_pixel,error
11265_0000.png,Images_validation/Images_val/11265_0000.png,The small airport with an adjacent runway is situated on the right side of the image.,"[0.81, 0.45, 0.85, 1.33]",True,0.13105811178684235,"[0.76953125, 0.419921875, 0.908203125, 0.640625]","{'x': 394, 'y': 215, 'width': 71, 'height': 113}",
11333_0000.png,Images_validation/Images_val/11333_0000.png,The vehicle located towards the top-left corner of the image.,"[0.24, 0.11, 0.28, 0.13]",True,0.1763794720172882,"[0.23046875, 0.107421875, 0.310546875, 0.1640625]","{'x': 118, 'y': 55, 'width': 41, 'height': 29}",
P0998_0025.png,Images_validation/Images_val/P0998_0025.png,The harbor on the left side of the image.,"[0.1, 0.55, 0.19, 1.22]",True,0.1388435959815979,"[0.078125, 0.376953125, 0.330078125, 0.763671875]","{'x': 40, 'y': 193, 'width': 129, 'height': 198}",
P1476_0005.png,Images_validation/Images_val/P1476_0005.png,The large vehicle situated second from the bottom of the row.,"[0.14, 0.31, 0.37, 0.54]",True,0.009376305155456066,"[0.189453125, 0.53515625, 0.396484375, 0.734375]","{'x': 97, 'y': 274, 'width': 106, 'height': 102}",
P2121_0001.png,Images_validation/Images_val/P2121_0001.png,"The ground track and field with its large, curved shape that encompasses the majority of the image.","[0.42, 0, 1.09, 0.93]",True,0.662824273109436,"[0.46875, 0.02734375, 0.935546875, 0.912109375]","{'x': 240, 'y': 14, 'width': 239, 'height': 453}",
P5070_0044.png,Images_validation/Images_val/P5070_0044.png,The smaller small vehicle is positioned towards the top in the middle-right area of the image.,"[0.83, 0.47, 0.89, 0.57]",True,0.0,"[0.826171875, 0.060546875, 0.92578125, 0.263671875]","{'x': 423, 'y': 31, 'width': 51, 'height': 104}",
P2791_0118.png,Images_validation/Images_val/P2791_0118.png,The plane located at the middle-left of the image.,"[0, 0.25, 0.26, 0.79]",True,0.2944163680076599,"[0.0078125, 0.2890625, 0.17578125, 0.53515625]","{'x': 4, 'y': 148, 'width': 86, 'height': 126}",
P1075_0020.png,Images_validation/Images_val/P1075_0020.png,The ship that appears on the right side of the image.,"[0.85, 0.63, 0.95, 0.67]",True,0.4817076623439789,"[0.83203125, 0.603515625, 0.951171875, 0.66796875]","{'x': 426, 'y': 309, 'width': 61, 'height': 33}",
P2778_0029.png,Images_validation/Images_val/P2778_0029.png,The small plane connected on the middle-left side of the image.,"[0, 0.5, 0.29, 0.95]",True,0.33773958683013916,"[0.033203125, 0.501953125, 0.24609375, 0.708984375]","{'x': 17, 'y': 257, 'width': 109, 'height': 106}",
06852_0000.png,Images_validation/Images_val/06852_0000.png,The windmill located in the bottom-left corner of the image.,"[0.2, 0.88, 0.25, 0.91]",True,0.12731269001960754,"[0.17578125, 0.81640625, 0.2734375, 0.90234375]","{'x': 90, 'y': 418, 'width': 50, 'height': 44}",
09060_0000.png,Images_validation/Images_val/09060_0000.png,The small windmill located near the bottom-left corner of the image.,"[0.02, 0.83, 0.15, 1.07]",True,0.24462056159973145,"[0.05859375, 0.806640625, 0.15234375, 0.919921875]","{'x': 30, 'y': 413, 'width': 48, 'height': 58}",
07482_0000.png,Images_validation/Images_val/07482_0000.png,The expressway toll station is situated in the top left of the image.,"[0.22, 0.14, 0.28, 0.2]",True,0.22077228128910065,"[0.228515625, 0.1171875, 0.33984375, 0.23828125]","{'x': 117, 'y': 60, 'width': 57, 'height': 62}",
P2595_0002.png,Images_validation/Images_val/P2595_0002.png,The soccer ball field in the image marked with white lines.,"[0.21, 0, 0.85, 0.69]",True,0.0,"[0.07421875, 0.4453125, 0.19140625, 0.541015625]","{'x': 38, 'y': 228, 'width': 60, 'height': 49}",
P2758_0100.png,Images_validation/Images_val/P2758_0100.png,The bridge crossing over the water is located near the top of the frame.,"[0.11, 0, 0.77, 0.19]",True,0.8393417596817017,"[0.10546875, 0.01953125, 0.748046875, 0.1953125]","{'x': 54, 'y': 10, 'width': 329, 'height': 90}",
11465_0000.png,Images_validation/Images_val/11465_0000.png,"The stadium has a rounded edge and is surrounded by a track, positioned in the lower right quadrant of the image.","[0.54, 0.38, 1.04, 1.11]",True,0.45337414741516113,"[0.59375, 0.509765625, 0.9453125, 0.98046875]","{'x': 304, 'y': 261, 'width': 180, 'height': 241}",
06086_0000.png,Images_validation/Images_val/06086_0000.png,The basketball court is characterized by its blue surface with white lines on the right-hand side.,"[0.79, 0.61, 1.1, 0.94]",True,0.44379886984825134,"[0.740234375, 0.650390625, 0.998046875, 0.89453125]","{'x': 379, 'y': 333, 'width': 132, 'height': 125}",
P0932_0003.png,Images_validation/Images_val/P0932_0003.png,The ship located in the top-right side of the image.,"[0.81, 0.33, 0.87, 0.36]",True,0.039638713002204895,"[0.447265625, 0.26953125, 0.931640625, 0.36328125]","{'x': 229, 'y': 138, 'width': 248, 'height': 48}",
P1230_0062.png,Images_validation/Images_val/P1230_0062.png,"The bridge visible in the image has an elongated structure, positioned on the left side, crossing over a body of water.","[0.08, 0.58, 0.2, 0.67]",True,0.0,"[0.21875, 0.4140625, 0.439453125, 0.607421875]","{'x': 112, 'y': 212, 'width': 113, 'height': 99}",
P0764_0001.png,Images_validation/Images_val/P0764_0001.png,The small vehicle positioned top-most along the left edge within the image.,"[0.12, 0.16, 0.2, 0.25]",True,0.04724496975541115,"[0.173828125, 0.048828125, 0.30078125, 0.20703125]","{'x': 89, 'y': 25, 'width': 65, 'height': 81}",
09926_0000.png,Images_validation/Images_val/09926_0000.png,The large bridge in the image spans horizontally over the body of water.,"[0.23, 0.31, 1.24, 1.12]",True,0.44166743755340576,"[0.279296875, 0.375, 1.001953125, 0.875]","{'x': 143, 'y': 192, 'width': 370, 'height': 256}",
P1377_0041.png,Images_validation/Images_val/P1377_0041.png,The small vehicle positioned at the bottom-left corner of the image.,"[0.31, 0.77, 0.33, 0.82]",True,0.05761411041021347,"[0.23828125, 0.68359375, 0.365234375, 0.8203125]","{'x': 122, 'y': 350, 'width': 65, 'height': 70}",
08442_0000.png,Images_validation/Images_val/08442_0000.png,The windmill is situated at the bottom region of the image.,"[0.27, 0.85, 0.42, 1.0]",True,0.41503918170928955,"[0.3125, 0.853515625, 0.40625, 0.953125]","{'x': 160, 'y': 437, 'width': 48, 'height': 51}",
11679_0000.png,Images_validation/Images_val/11679_0000.png,The larger baseball field is located towards the bottom of the image.,"[0.28, 0.67, 0.7, 1.09]",True,0.17195938527584076,"[0.439453125, 0.638671875, 0.640625, 0.826171875]","{'x': 225, 'y': 327, 'width': 103, 'height': 96}",
09134_0000.png,Images_validation/Images_val/09134_0000.png,The large ship located toward the left side of the image that is docked.,"[0.31, 0.07, 0.49, 0.65]",True,0.10961773246526718,"[0.35546875, 0.470703125, 0.43359375, 0.6171875]","{'x': 182, 'y': 241, 'width': 40, 'height': 75}",
07482_0000.png,Images_validation/Images_val/07482_0000.png,The overpass located in the bottom-right of the image.,"[0.67, 0.66, 0.75, 0.72]",True,0.07930239289999008,"[0.57421875, 0.5703125, 0.826171875, 0.810546875]","{'x': 294, 'y': 292, 'width': 129, 'height': 123}",
P0336_0016.png,Images_validation/Images_val/P0336_0016.png,The small ship is positioned in the top-right area of the image.,"[0.77, 0.14, 0.85, 0.21]",True,0.19448868930339813,"[0.705078125, 0.09765625, 0.81640625, 0.2265625]","{'x': 361, 'y': 50, 'width': 57, 'height': 66}",
P0841_0021.png,Images_validation/Images_val/P0841_0021.png,The small airplane situated at the uppermost part of the image distinctly appears at the top edge.,"[0.17, 0, 0.51, 0.15]",True,0.0,"[0.18359375, 0.21875, 0.4921875, 0.505859375]","{'x': 94, 'y': 112, 'width': 158, 'height': 147}",
P1022_0002.png,Images_validation/Images_val/P1022_0002.png,The small ship with a wake trail is situated towards the bottom-middle of the image.,"[0.45, 0.82, 0.57, 0.89]",True,0.15199288725852966,"[0.31640625, 0.8046875, 0.548828125, 0.994140625]","{'x': 162, 'y': 412, 'width': 119, 'height': 97}",
06131_0000.png,Images_validation/Images_val/06131_0000.png,The larger vehicle is located in the bottom-right corner.,"[0.9, 0.88, 0.95, 1.01]",True,0.14454160630702972,"[0.826171875, 0.88671875, 0.919921875, 0.98828125]","{'x': 423, 'y': 454, 'width': 48, 'height': 52}",
P2789_0053.png,Images_validation/Images_val/P2789_0053.png,The unique small vehicle is positioned at the bottom-middle of the image.,"[0.3, 0.85, 0.41, 0.94]",True,0.4991997182369232,"[0.30078125, 0.8203125, 0.431640625, 0.919921875]","{'x': 154, 'y': 420, 'width': 67, 'height': 51}",
P1410_0020.png,Images_validation/Images_val/P1410_0020.png,The uppermost small vehicle is positioned near the center of the image.,"[0.61, 0.49, 0.66, 0.53]",True,0.22678224742412567,"[0.595703125, 0.45703125, 0.654296875, 0.51171875]","{'x': 305, 'y': 234, 'width': 30, 'height': 28}",
06241_0000.png,Images_validation/Images_val/06241_0000.png,The ship positioned closer to the shore.,"[0.3, 0.34, 0.36, 0.51]",True,0.6559470295906067,"[0.29296875, 0.341796875, 0.380859375, 0.515625]","{'x': 150, 'y': 175, 'width': 45, 'height': 89}",
P1101_0000.png,Images_validation/Images_val/P1101_0000.png,The top-most tennis court positioned on the left side of the image.,"[0.04, 0.23, 0.33, 0.61]",True,0.7985244989395142,"[0.060546875, 0.21875, 0.341796875, 0.578125]","{'x': 31, 'y': 112, 'width': 144, 'height': 184}",
08144_0000.png,Images_validation/Images_val/08144_0000.png,"The golf course, featuring patches of sand bunkers and water bodies, is surrounded by dense vegetation.","[0.14, 0.27, 1.38, 1.24]",True,0.027661945670843124,"[0.576171875, 0.5, 0.75, 0.69140625]","{'x': 295, 'y': 256, 'width': 89, 'height': 98}",
06532_0000.png,Images_validation/Images_val/06532_0000.png,The ship among docked on the right side of the image.,"[0.95, 0.25, 1.01, 0.34]",True,0.2689268887042999,"[0.900390625, 0.228515625, 1.001953125, 0.392578125]","{'x': 461, 'y': 117, 'width': 52, 'height': 84}",
P1386_0066.png,Images_validation/Images_val/P1386_0066.png,The ship positioned closer to the bottom-left corner of the image.,"[0.14, 0.65, 0.31, 0.83]",True,0.7016050219535828,"[0.166015625, 0.6640625, 0.296875, 0.828125]","{'x': 85, 'y': 340, 'width': 67, 'height': 84}",
P0936_0006.png,Images_validation/Images_val/P0936_0006.png,The harbor is located in the left side of the image.,"[0.07, 0.35, 0.3, 0.75]",True,0.6753257513046265,"[0.115234375, 0.38671875, 0.2890625, 0.744140625]","{'x': 59, 'y': 198, 'width': 89, 'height': 183}",
P0910_0010.png,Images_validation/Images_val/P0910_0010.png,The small vehicle located in the top left quadrant.,"[0.3, 0.24, 0.33, 0.26]",True,0.0,"[-0.005859375, 0.17578125, 0.07421875, 0.400390625]","{'x': -3, 'y': 90, 'width': 41, 'height': 115}",
P0604_0001.png,Images_validation/Images_val/P0604_0001.png,The harbor located at the bottom left of the image.,"[0.17, 0.7, 0.31, 0.89]",True,0.6202023029327393,"[0.189453125, 0.69921875, 0.361328125, 0.892578125]","{'x': 97, 'y': 358, 'width': 88, 'height': 99}",
11546_0000.png,Images_validation/Images_val/11546_0000.png,"The dam is visible as a linear structure extending almost from the center to the right edge of the image, crossing over the body of water.","[0.34, 0.36, 0.9, 1.14]",True,0.20266108214855194,"[0.48828125, 0.1875, 0.857421875, 0.634765625]","{'x': 250, 'y': 96, 'width': 189, 'height': 229}",
10614_0000.png,Images_validation/Images_val/10614_0000.png,The golf field in the image is surrounded by a dense collection of trees and features multiple sand traps and ponds.,"[0.23, 0.13, 1.27, 0.76]",True,0.03856617212295532,"[0.505859375, 0.384765625, 0.685546875, 0.525390625]","{'x': 259, 'y': 197, 'width': 92, 'height': 72}",
P1508_0028.png,Images_validation/Images_val/P1508_0028.png,The helicopter is located at the centre of the image.,"[0.26, 0.47, 0.44, 0.71]",True,0.0,"[0.625, 0.025390625, 0.708984375, 0.142578125]","{'x': 320, 'y': 13, 'width': 43, 'height': 60}",
P1314_0053.png,Images_validation/Images_val/P1314_0053.png,The ship located at the middle-left part of the image.,"[0, 0.37, 0.08, 0.44]",True,0.0,"[0.2734375, 0.501953125, 0.3984375, 0.607421875]","{'x': 140, 'y': 257, 'width': 64, 'height': 54}",
P8656_0063.png,Images_validation/Images_val/P8656_0063.png,"Among the small vehicles, the one positioned at the bottom-middle of the image is the largest relative to others in its category.","[0.47, 0.94, 0.59, 1.03]",True,0.0,"[0.017578125, 0.771484375, 0.18359375, 0.923828125]","{'x': 9, 'y': 395, 'width': 85, 'height': 78}",
P1700_0049.png,Images_validation/Images_val/P1700_0049.png,The bridge located at the center of the image.,"[0.49, 0.35, 0.52, 0.41]",True,0.022184021770954132,"[0.177734375, 0.330078125, 0.513671875, 0.51953125]","{'x': 91, 'y': 169, 'width': 172, 'height': 97}",
06502_0000.png,Images_validation/Images_val/06502_0000.png,"The train station has a large, elongated structure with a uniform roof pattern extending from the mid-left to the bottom-right corner of the image.","[0.3, 0.54, 1.27, 1.01]",True,0.06597694754600525,"[0.6484375, 0.7265625, 0.833984375, 0.888671875]","{'x': 332, 'y': 372, 'width': 95, 'height': 83}",
P0604_0005.png,Images_validation/Images_val/P0604_0005.png,The harbor with structures extending into the water at the top left quadrant of the image.,"[0.03, 0.05, 0.15, 0.26]",True,0.0,"[0.20703125, 0.009765625, 0.375, 0.169921875]","{'x': 106, 'y': 5, 'width': 86, 'height': 82}",
08641_0000.png,Images_validation/Images_val/08641_0000.png,The vehicle is positioned on the top-right area of the dock.,"[0.69, 0.07, 0.8, 0.16]",True,0.582763671875,"[0.69140625, 0.080078125, 0.81640625, 0.189453125]","{'x': 354, 'y': 41, 'width': 64, 'height': 56}",
09606_0000.png,Images_validation/Images_val/09606_0000.png,The left-most red vehicle in the top-right parking lot area is small in size.,"[0.74, 0.2, 0.8, 0.32]",True,0.4839581847190857,"[0.7265625, 0.173828125, 0.828125, 0.3203125]","{'x': 372, 'y': 89, 'width': 52, 'height': 75}",
P0019_0004.png,Images_validation/Images_val/P0019_0004.png,The larger harbor extending to the edge of the image is situated on the right side towards the bottom of the frame.,"[0.9, 0.13, 1.03, 0.34]",True,0.0,"[0.7265625, 0.85546875, 0.888671875, 0.9765625]","{'x': 372, 'y': 438, 'width': 83, 'height': 62}",
P1995_0009.png,Images_validation/Images_val/P1995_0009.png,The large vehicle is parked perpendicular to the row of white large vehicles towards the left side.,"[0.33, 0.32, 0.38, 0.5]",True,0.42625024914741516,"[0.3203125, 0.244140625, 0.400390625, 0.5078125]","{'x': 164, 'y': 125, 'width': 41, 'height': 135}",
P1854_0059.png,Images_validation/Images_val/P1854_0059.png,"The small vehicle is located to the right side of the image, close to the marked parking area on the tarmac.","[0.96, 0.32, 0.99, 0.37]",True,0.0,"[0.935546875, 0.765625, 1.00390625, 0.87890625]","{'x': 479, 'y': 392, 'width': 35, 'height': 58}",
07462_0000.png,Images_validation/Images_val/07462_0000.png,The vehicle closest to the bottom edge on the right side of the image.,"[0.7, 0.33, 0.78, 0.37]",True,0.0,"[0.78515625, 0.869140625, 0.9296875, 0.978515625]","{'x': 402, 'y': 445, 'width': 74, 'height': 56}",
10842_0000.png,Images_validation/Images_val/10842_0000.png,The tennis court positioned closest to the top edge of the image.,"[0.53, 0.03, 0.81, 0.31]",True,0.7710968255996704,"[0.525390625, 0.0546875, 0.8125, 0.353515625]","{'x': 269, 'y': 28, 'width': 147, 'height': 153}",
09798_0000.png,Images_validation/Images_val/09798_0000.png,"The windmill is located in the top right area of the image, isolated from other structures.","[0.76, 0.28, 0.81, 0.31]",True,0.10402541607618332,"[0.724609375, 0.2578125, 0.84765625, 0.375]","{'x': 371, 'y': 132, 'width': 63, 'height': 60}",
P1095_0047.png,Images_validation/Images_val/P1095_0047.png,The harbor located at the top middle of the image.,"[0.51, 0.23, 0.65, 0.33]",True,0.5177335739135742,"[0.50390625, 0.25390625, 0.63671875, 0.361328125]","{'x': 258, 'y': 130, 'width': 68, 'height': 55}",
P1483_0007.png,Images_validation/Images_val/P1483_0007.png,The helicopter positioned on the top-right side of the image.,"[0.81, 0.01, 1.09, 0.35]",True,0.21846352517604828,"[0.876953125, 0.0546875, 0.990234375, 0.23828125]","{'x': 449, 'y': 28, 'width': 58, 'height': 94}",
07565_0000.png,Images_validation/Images_val/07565_0000.png,The baseball field is located at the bottom-right of the image.,"[0.56, 0.51, 1.11, 1.09]",True,0.48849645256996155,"[0.59375, 0.54296875, 0.96484375, 0.962890625]","{'x': 304, 'y': 278, 'width': 190, 'height': 215}",
P8656_0123.png,Images_validation/Images_val/P8656_0123.png,The small vehicle at the top of the parking area is positioned partially on the parking lines.,"[0.48, 0.35, 0.59, 0.44]",True,0.0,"[0.123046875, 0.279296875, 0.3359375, 0.51171875]","{'x': 63, 'y': 143, 'width': 109, 'height': 119}",
09325_0000.png,Images_validation/Images_val/09325_0000.png,The windmill can be seen across the middle left of the image.,"[0.17, 0.39, 0.39, 0.59]",True,0.49210211634635925,"[0.17578125, 0.3671875, 0.33984375, 0.533203125]","{'x': 90, 'y': 188, 'width': 84, 'height': 85}",
P7799_0002.png,Images_validation/Images_val/P7799_0002.png,The ground track field is located at the bottom left corner of the image.,"[0.12, 0.86, 0.24, 0.95]",True,0.37859219312667847,"[0.138671875, 0.82421875, 0.3125, 0.953125]","{'x': 71, 'y': 422, 'width': 89, 'height': 66}",
P2429_0004.png,Images_validation/Images_val/P2429_0004.png,"The swimming pool is distinguishable by its rectangular shape and blue color, nestled amidst the greenery in the bottom-left area of the neighborhood.","[0.13, 0.72, 0.16, 0.75]",True,0.0,"[0.03515625, 0.34375, 0.240234375, 0.580078125]","{'x': 18, 'y': 176, 'width': 105, 'height': 121}",
P0904_0003.png,Images_validation/Images_val/P0904_0003.png,The small-vehicle located at the top side of the image.,"[0.57, 0.12, 0.62, 0.21]",True,0.0,"[0.376953125, 0.51953125, 0.501953125, 0.693359375]","{'x': 193, 'y': 266, 'width': 64, 'height': 89}",
P2689_0060.png,Images_validation/Images_val/P2689_0060.png,The plane at the top of the image.,"[0.52, 0, 0.74, 0.14]",True,0.4700251519680023,"[0.552734375, 0.015625, 0.6875, 0.123046875]","{'x': 283, 'y': 8, 'width': 69, 'height': 55}",
09104_0000.png,Images_validation/Images_val/09104_0000.png,The vehicle near the right edge is positioned between the bottom-right corner vehicle and the top-right corner vehicle.,"[0.92, 0.51, 0.97, 0.56]",True,0.29221871495246887,"[0.931640625, 0.49609375, 0.994140625, 0.591796875]","{'x': 477, 'y': 254, 'width': 32, 'height': 49}",
P1397_0064.png,Images_validation/Images_val/P1397_0064.png,The plane at the bottom-right of the image.,"[0.36, 0.69, 0.68, 0.99]",True,0.7844784259796143,"[0.34375, 0.6953125, 0.712890625, 0.962890625]","{'x': 176, 'y': 356, 'width': 189, 'height': 137}",
10497_0000.png,Images_validation/Images_val/10497_0000.png,The train station is visible at the bottom-right of the image.,"[0.36, 0.75, 1.2, 0.96]",True,0.02090498059988022,"[0.6953125, 0.69140625, 0.861328125, 0.7734375]","{'x': 356, 'y': 354, 'width': 85, 'height': 42}",
10636_0000.png,Images_validation/Images_val/10636_0000.png,The baseball field is located at the bottom-left corner of the image.,"[0.0, 0.68, 0.23, 1.05]",True,0.0,"[0.3359375, 0.779296875, 0.39453125, 0.90234375]","{'x': 172, 'y': 399, 'width': 30, 'height': 63}",
09340_0000.png,Images_validation/Images_val/09340_0000.png,The harbor is located towards the top center of the image extending into the body of water.,"[0.34, 0.19, 0.49, 0.42]",True,0.006906684022396803,"[0.482421875, 0.080078125, 0.63671875, 0.244140625]","{'x': 247, 'y': 41, 'width': 79, 'height': 84}",
11544_0000.png,Images_validation/Images_val/11544_0000.png,"The right tennis court is positioned at the right edge of the image, mirroring the left-most court in its lighter playing surface and darker boundary.","[0.82, 0.33, 0.97, 0.67]",True,0.0,"[0.4453125, 0.294921875, 0.6484375, 0.69921875]","{'x': 228, 'y': 151, 'width': 104, 'height': 207}",
P1240_0033.png,Images_validation/Images_val/P1240_0033.png,The small storage tank is located at the bottom right within the image.,"[0.86, 0.91, 0.9, 0.95]",True,0.0,"[0.611328125, 0.595703125, 0.8203125, 0.82421875]","{'x': 313, 'y': 305, 'width': 107, 'height': 117}",
08153_0000.png,Images_validation/Images_val/08153_0000.png,"The basketball court, located towards the bottom-right of the satellite image.","[0.74, 0.73, 0.96, 0.88]",True,0.47645634412765503,"[0.794921875, 0.74609375, 0.978515625, 0.939453125]","{'x': 407, 'y': 382, 'width': 94, 'height': 99}",
10404_0000.png,Images_validation/Images_val/10404_0000.png,The large airplane is centrally located in the image.,"[0.39, 0.43, 0.82, 0.88]",True,0.8691965341567993,"[0.375, 0.412109375, 0.818359375, 0.8515625]","{'x': 192, 'y': 211, 'width': 227, 'height': 225}",
P1356_0026.png,Images_validation/Images_val/P1356_0026.png,The right-most bridge visible in the image is the easternmost of the three bridges.,"[0.61, 0.65, 0.63, 0.68]",True,0.0,"[0.681640625, 0.478515625, 0.87109375, 0.609375]","{'x': 349, 'y': 245, 'width': 97, 'height': 67}",
11484_0000.png,Images_validation/Images_val/11484_0000.png,The baseball field can be identified by its diamond-shaped infield with a sandy pit and is located in the central portion of the image.,"[0.27, 0.53, 0.52, 0.79]",True,0.1796661913394928,"[0.205078125, 0.23046875, 0.81640625, 0.822265625]","{'x': 105, 'y': 118, 'width': 313, 'height': 303}",
P4151_0002.png,Images_validation/Images_val/P4151_0002.png,The ship occupying the bottom-most position in the image.,"[0.52, 0.38, 1.21, 0.7]",True,0.05756249278783798,"[0.431640625, 0.595703125, 0.650390625, 0.728515625]","{'x': 221, 'y': 305, 'width': 112, 'height': 68}",
P1384_0044.png,Images_validation/Images_val/P1384_0044.png,The swimming pool is situated at the bottom left of the image.,"[0.24, 0.75, 0.29, 0.78]",True,0.0,"[0.005859375, 0.71875, 0.23046875, 0.95703125]","{'x': 3, 'y': 368, 'width': 115, 'height': 122}",
P1508_0020.png,Images_validation/Images_val/P1508_0020.png,The right-most small vehicle is near the top-right corner of the image.,"[0.79, 0.1, 0.85, 0.13]",True,0.05658841133117676,"[0.71875, 0.0546875, 0.8125, 0.169921875]","{'x': 368, 'y': 28, 'width': 48, 'height': 59}",
10553_0000.png,Images_validation/Images_val/10553_0000.png,The top-most vehicle located on the bottom-right.,"[0.88, 0.74, 0.92, 0.77]",True,0.0,"[0.84765625, 0.7734375, 0.94140625, 0.861328125]","{'x': 434, 'y': 396, 'width': 48, 'height': 45}",
P0466_0005.png,Images_validation/Images_val/P0466_0005.png,The tennis court is the right-most of the three courts visible.,"[0.79, 0.14, 0.98, 0.51]",True,0.5219635963439941,"[0.72265625, 0.16015625, 0.935546875, 0.52734375]","{'x': 370, 'y': 82, 'width': 109, 'height': 188}",
P1474_0059.png,Images_validation/Images_val/P1474_0059.png,The basketball court near the top edge of the image.,"[0.65, 0.29, 0.73, 0.39]",True,0.04024551436305046,"[0.490234375, 0.216796875, 0.66796875, 0.36328125]","{'x': 251, 'y': 111, 'width': 91, 'height': 75}",
08236_0000.png,Images_validation/Images_val/08236_0000.png,The stadium with an octagonal shape at the bottom-right corner of the image.,"[0.34, 0.44, 1.08, 1.01]",True,0.19985106587409973,"[0.556640625, 0.55859375, 0.896484375, 0.806640625]","{'x': 285, 'y': 286, 'width': 174, 'height': 127}",
P2541_0026.png,Images_validation/Images_val/P2541_0026.png,The soccer ball field located vertically in the bottom left area of the image.,"[0.05, 0.71, 0.22, 0.93]",True,0.6229626536369324,"[0.025390625, 0.68359375, 0.263671875, 0.935546875]","{'x': 13, 'y': 350, 'width': 122, 'height': 129}",
11231_0000.png,Images_validation/Images_val/11231_0000.png,The expressway toll station is situated toward the bottom-right of the image.,"[0.8, 0.75, 1.0, 0.96]",True,0.5736832022666931,"[0.736328125, 0.73828125, 0.958984375, 0.958984375]","{'x': 377, 'y': 378, 'width': 114, 'height': 113}",
P2488_0014.png,Images_validation/Images_val/P2488_0014.png,"The swimming pool situated at the top right, close to the road.","[0.81, 0.28, 0.82, 0.29]",True,0.0020640415605157614,"[0.744140625, 0.1171875, 0.892578125, 0.28515625]","{'x': 381, 'y': 60, 'width': 76, 'height': 86}",
P0336_0005.png,Images_validation/Images_val/P0336_0005.png,The smaller ship with a distinctively darker hull is positioned towards the left side of the image.,"[0.71, 0.1, 0.77, 0.21]",True,0.11934541165828705,"[0.671875, 0.076171875, 0.931640625, 0.2890625]","{'x': 344, 'y': 39, 'width': 133, 'height': 109}",
P0499_0004.png,Images_validation/Images_val/P0499_0004.png,The top-most small vehicle among its category located in the center of the image.,"[0.48, 0.52, 0.56, 0.59]",True,0.3758337199687958,"[0.447265625, 0.509765625, 0.5703125, 0.630859375]","{'x': 229, 'y': 261, 'width': 63, 'height': 62}",
